model	score_type	score_value	proteinA	proteinB	run_id	pose_id	output_path	label
HADDOCK	dockq	0.9203518379890263	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_011	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_011.pdb	
HADDOCK	dockq	0.9122233548343158	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_012	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_012.pdb	
HADDOCK	dockq	0.8552824558048973	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_013	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_013.pdb	
HADDOCK	dockq	0.9401792965574426	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_014	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_014.pdb	
HADDOCK	dockq	0.8874007473801636	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_015	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_015.pdb	
HADDOCK	dockq	0.781256602969341	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_016	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_016.pdb	
HADDOCK	dockq	0.8795000627265999	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_017	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_017.pdb	
HADDOCK	dockq	0.7732893919336801	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_018	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_018.pdb	
HADDOCK	dockq	0.9202760241045818	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_019	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_019.pdb	
HADDOCK	dockq	0.8460059271210998	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_020	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_020.pdb	
HADDOCK	dockq	0.8352110109163792	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_021	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_021.pdb	
HADDOCK	dockq	0.7955256364476847	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_022	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_022.pdb	
HADDOCK	dockq	0.9478033070939224	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_023	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_023.pdb	
HADDOCK	dockq	0.8376376414344958	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_024	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_024.pdb	
HADDOCK	dockq	0.8157337742269514	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_025	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_025.pdb	
HADDOCK	dockq	0.8218293159609416	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_026	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_026.pdb	
HADDOCK	dockq	0.8925847348442679	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_027	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_027.pdb	
HADDOCK	dockq	0.8792355251491263	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_028	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_028.pdb	
HADDOCK	dockq	0.883018608927679	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_029	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_029.pdb	
HADDOCK	dockq	0.8844656802406305	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_030	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_030.pdb	
HADDOCK	dockq	1.0	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_031	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_031.pdb	
HADDOCK	dockq	0.8174867986892307	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_032	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_032.pdb	
HADDOCK	dockq	0.809020581674277	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_033	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_033.pdb	
HADDOCK	dockq	0.7848981817401698	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_034	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_034.pdb	
HADDOCK	dockq	0.8992783538060396	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_035	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_035.pdb	
HADDOCK	dockq	0.9403177834176712	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_036	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_036.pdb	
HADDOCK	dockq	0.8408842033876099	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_037	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_037.pdb	
HADDOCK	dockq	0.7827874818429977	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_038	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_038.pdb	
HADDOCK	dockq	0.7840415027447009	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_039	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_039.pdb	
HADDOCK	dockq	0.9020474230259761	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_040	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_040.pdb	
HADDOCK	dockq	0.9094603336962753	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_041	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_041.pdb	
HADDOCK	dockq	0.8934523414644155	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_042	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_042.pdb	
HADDOCK	dockq	0.7967592234169044	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_043	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_043.pdb	
HADDOCK	dockq	0.8685729058453375	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_044	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_044.pdb	
HADDOCK	dockq	0.8593348647312582	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_045	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_045.pdb	
HADDOCK	dockq	0.867495087738321	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_046	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_046.pdb	
HADDOCK	dockq	0.9197143022358552	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_047	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_047.pdb	
HADDOCK	dockq	0.8678876439019746	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_048	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_048.pdb	
HADDOCK	dockq	0.9043130850457516	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_049	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_049.pdb	
HADDOCK	dockq	0.8554063255591113	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_050	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_050.pdb	
HADDOCK	fnat	0.8289119398689985	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_001	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_001.pdb	
HADDOCK	fnat	0.863128822583854	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_002	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_002.pdb	
HADDOCK	fnat	0.6542844180144334	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_003	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_003.pdb	
HADDOCK	fnat	0.7680328783642699	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_004	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_004.pdb	
HADDOCK	fnat	0.7529627345707205	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_005	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_005.pdb	
HADDOCK	fnat	0.7361122151756658	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_006	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_006.pdb	
HADDOCK	fnat	0.7724857748773317	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_007	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_007.pdb	
HADDOCK	fnat	0.9494941311234396	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_008	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_008.pdb	
HADDOCK	fnat	0.7134168884306757	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_009	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_009.pdb	
HADDOCK	fnat	0.8968278354591481	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_010	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_010.pdb	
HADDOCK	fnat	0.6317130228384196	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_011	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_011.pdb	
HADDOCK	fnat	0.7665114970014225	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_012	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_012.pdb	
HADDOCK	fnat	0.8162753065105006	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_013	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_013.pdb	
HADDOCK	fnat	0.8586222331359279	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_014	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_014.pdb	
HADDOCK	fnat	0.8711226579792856	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_015	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_015.pdb	
HADDOCK	fnat	0.8793347235199925	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_016	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_016.pdb	
HADDOCK	fnat	0.7651274927751562	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_017	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_017.pdb	
HADDOCK	fnat	0.7537648207335433	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_018	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_018.pdb	
HADDOCK	fnat	0.8857975881257154	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_019	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_019.pdb	
HADDOCK	fnat	0.7808695675118386	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_020	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_020.pdb	
HADDOCK	fnat	0.6724313676662078	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_021	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_021.pdb	
HADDOCK	fnat	0.6866712785996519	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_022	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_022.pdb	
HADDOCK	fnat	0.7080547713998389	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_023	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_023.pdb	
HADDOCK	fnat	0.8497160744053764	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_024	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_024.pdb	
HADDOCK	fnat	0.8142425736070565	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_025	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_025.pdb	
HADDOCK	fnat	0.8690485354067768	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_026	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_026.pdb	
HADDOCK	fnat	0.7572747353663466	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_027	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_027.pdb	
HADDOCK	fnat	0.8158539691076715	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_028	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_028.pdb	
HADDOCK	fnat	0.8625590393967337	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_029	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_029.pdb	
HADDOCK	fnat	0.7690653460279762	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_030	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_030.pdb	
HADDOCK	fnat	0.8456775237557412	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_031	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_031.pdb	
HADDOCK	fnat	0.7338074058933349	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_032	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_032.pdb	
HADDOCK	fnat	0.7636946153434929	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_033	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_033.pdb	
HADDOCK	fnat	0.7618262106001671	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_034	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_034.pdb	
HADDOCK	fnat	0.6804160354410961	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_035	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_035.pdb	
HADDOCK	fnat	0.8486972480785582	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_036	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_036.pdb	
HADDOCK	fnat	0.7530597659797277	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_037	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_037.pdb	
HADDOCK	fnat	0.8012494118727688	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_038	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_038.pdb	
HADDOCK	fnat	0.8480746658905909	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_039	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_039.pdb	
HADDOCK	fnat	0.8446531176029944	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_040	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_040.pdb	
HADDOCK	fnat	0.8665385108972786	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_041	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_041.pdb	
HADDOCK	fnat	0.7901514515490576	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_042	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_042.pdb	
HADDOCK	fnat	0.7576701687955847	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_043	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_043.pdb	
HADDOCK	fnat	0.7920281789093602	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_044	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_044.pdb	
HADDOCK	fnat	0.6312665566041971	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_045	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_045.pdb	
HADDOCK	fnat	0.6552887527576913	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_046	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_046.pdb	
HADDOCK	fnat	0.6677300387645598	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_047	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_047.pdb	
HADDOCK	fnat	0.7002753172398519	2UUY_rec	2UUY_lig	haddock_2UUY_rec_2UUY_lig_demo	haddock_2UUY_rec_2UUY_lig_pose_048	/demo/haddock/2UUY_rec_vs_2UUY_lig/haddock_2UUY_rec_2UUY_lig_pose_048.pdb	
